Mod:Item:MetaData, Localized Name
conarm:armor_plate:0, Bone Armor Plates
conarm:armor_plate:0, Obsidian Armor Plates
conarm:armor_plate:0, Prismarine Armor Plates
conarm:armor_plate:0, End Armor Plates
conarm:armor_plate:0, Paper Armor Plates
conarm:armor_plate:0, Sponge Armor Plates
conarm:armor_plate:0, Firewood Armor Plates
conarm:armor_plate:0, Iron Armor Plates
conarm:armor_plate:0, Pig Iron Armor Plates
conarm:armor_plate:0, Knightslime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Magma Slime Armor Plates
conarm:armor_plate:0, Netherrack Armor Plates
conarm:armor_plate:0, Cobalt Armor Plates
conarm:armor_plate:0, Ardite Armor Plates
conarm:armor_plate:0, Manyullyn Armor Plates
conarm:armor_plate:0, Copper Armor Plates
conarm:armor_plate:0, Bronze Armor Plates
conarm:armor_plate:0, Lead Armor Plates
conarm:armor_plate:0, Silver Armor Plates
conarm:armor_plate:0, Electrum Armor Plates
conarm:armor_plate:0, Steel Armor Plates
conarm:armor_plate:0, Boron Armor Plates
conarm:armor_plate:0, Tough Alloy Armor Plates
conarm:armor_plate:0, Hard Carbon Armor Plates
conarm:armor_plate:0, Boron Nitride Armor Plates
conarm:armor_plate:0, Thorium Armor Plates
conarm:armor_plate:0, Uranium Armor Plates
conarm:armor_plate:0, Magnesium Armor Plates
conarm:armor_plate:0, Chocolate Armor Plates
conarm:chest_core:0, Wooden Chestplate Core
conarm:chest_core:0, Stone Chestplate Core
conarm:chest_core:0, Flint Chestplate Core
conarm:chest_core:0, Cactus Chestplate Core
conarm:chest_core:0, Bone Chestplate Core
conarm:chest_core:0, Obsidian Chestplate Core
conarm:chest_core:0, Prismarine Chestplate Core
conarm:chest_core:0, End Chestplate Core
conarm:chest_core:0, Paper Chestplate Core
conarm:chest_core:0, Sponge Chestplate Core
conarm:chest_core:0, Firewood Chestplate Core
conarm:chest_core:0, Iron Chestplate Core
conarm:chest_core:0, Pig Iron Chestplate Core
conarm:chest_core:0, Knightslime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Magma Slime Chestplate Core
conarm:chest_core:0, Netherrack Chestplate Core
conarm:chest_core:0, Cobalt Chestplate Core
conarm:chest_core:0, Ardite Chestplate Core
conarm:chest_core:0, Manyullyn Chestplate Core
conarm:chest_core:0, Copper Chestplate Core
conarm:chest_core:0, Bronze Chestplate Core
conarm:chest_core:0, Lead Chestplate Core
conarm:chest_core:0, Silver Chestplate Core
conarm:chest_core:0, Electrum Chestplate Core
conarm:chest_core:0, Steel Chestplate Core
conarm:chest_core:0, Boron Chestplate Core
conarm:chest_core:0, Tough Alloy Chestplate Core
conarm:chest_core:0, Hard Carbon Chestplate Core
conarm:chest_core:0, Boron Nitride Chestplate Core
conarm:chest_core:0, Thorium Chestplate Core
conarm:chest_core:0, Uranium Chestplate Core
conarm:chest_core:0, Magnesium Chestplate Core
conarm:chest_core:0, Chocolate Chestplate Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Paper Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:leggings_core:0, Boron Leggings Core
conarm:leggings_core:0, Tough Alloy Leggings Core
conarm:leggings_core:0, Hard Carbon Leggings Core
conarm:leggings_core:0, Boron Nitride Leggings Core
conarm:leggings_core:0, Thorium Leggings Core
conarm:leggings_core:0, Uranium Leggings Core
conarm:leggings_core:0, Magnesium Leggings Core
conarm:leggings_core:0, Chocolate Leggings Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:boots_core:0, Boron Boots Core
conarm:boots_core:0, Tough Alloy Boots Core
conarm:boots_core:0, Hard Carbon Boots Core
conarm:boots_core:0, Boron Nitride Boots Core
conarm:boots_core:0, Thorium Boots Core
conarm:boots_core:0, Uranium Boots Core
conarm:boots_core:0, Magnesium Boots Core
conarm:boots_core:0, Chocolate Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Paper Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:polishing_kit:0, Boron Polishing Kit
conarm:polishing_kit:0, Tough Alloy Polishing Kit
conarm:polishing_kit:0, Hard Carbon Polishing Kit
conarm:polishing_kit:0, Boron Nitride Polishing Kit
conarm:polishing_kit:0, Thorium Polishing Kit
conarm:polishing_kit:0, Uranium Polishing Kit
conarm:polishing_kit:0, Magnesium Polishing Kit
conarm:polishing_kit:0, Chocolate Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
galacticraftcore:crude_oil_still, Crude Oil
galacticraftcore:bucket_oil, Oil Bucket
galacticraftcore:fuel, Fuel
galacticraftcore:bucket_fuel, Fuel Bucket
galacticraftcore:landing_pad:0, Rocket Launch Pad
galacticraftcore:landing_pad:1, Buggy Fueling Pad
galacticraftcore:landing_pad_full, Rocket Launch Pad
galacticraftcore:unlit_torch, Torch
galacticraftcore:unlit_torch_lit, Torch
galacticraftcore:distributor, Oxygen Bubble Distributor
galacticraftcore:collector, Oxygen Collector
galacticraftcore:oxygen_compressor:0, Oxygen Compressor
galacticraftcore:oxygen_compressor:4, Oxygen Decompressor
galacticraftcore:sealer, Oxygen Sealer
galacticraftcore:oxygen_detector, Oxygen Detector
galacticraftcore:aluminum_wire:0, Aluminum Wire
galacticraftcore:aluminum_wire:1, Heavy Aluminum Wire
galacticraftcore:aluminum_wire:2, Switchable Aluminum Wire
galacticraftcore:aluminum_wire:3, Switchable Heavy Aluminum Wire
galacticraftcore:fluid_pipe, Fluid Pipe
galacticraftcore:fluid_pipe_pull, Fluid Pipe
galacticraftcore:refinery, Refinery
galacticraftcore:fuel_loader, Fuel Loader
galacticraftcore:cargo:0, Cargo Loader
galacticraftcore:cargo:4, Cargo Unloader
galacticraftcore:rocket_workbench, NASA Workbench
galacticraftcore:basic_block_core:3, Tin Decoration Block
galacticraftcore:basic_block_core:4, Tin Wall Block
galacticraftcore:basic_block_core:5, Copper Ore
galacticraftcore:basic_block_core:6, Tin Ore
galacticraftcore:basic_block_core:7, Aluminum Ore
galacticraftcore:basic_block_core:8, Silicon Ore
galacticraftcore:basic_block_core:9, Copper Block
galacticraftcore:basic_block_core:10, Block of Tin
galacticraftcore:basic_block_core:11, Aluminum Block
galacticraftcore:basic_block_core:12, Solid Meteoric Iron
galacticraftcore:basic_block_core:13, Silicon Block
galacticraftcore:air_lock_frame:0, Air Lock Frame
galacticraftcore:air_lock_frame:1, Air Lock Controller
galacticraftcore:air_lock_seal, Air Lock Seal
galacticraftcore:space_glass_clear:0, Vacuum Glass (Clear)
galacticraftcore:space_glass_clear:1, Vacuum Glass (Clear)
galacticraftcore:space_glass_vanilla:0, Vacuum Glass
galacticraftcore:space_glass_vanilla:1, Vacuum Glass
galacticraftcore:space_glass_strong:0, Vacuum Glass (Strong)
galacticraftcore:space_glass_strong:1, Vacuum Glass (Strong)
galacticraftcore:magnetic_table, Magnetic Crafting Table
galacticraftcore:enclosed:14, Sealable Aluminum Wire
galacticraftcore:enclosed:15, Sealable Heavy Aluminum Wire
galacticraftcore:enclosed:1, Sealable Fluid Pipe
galacticraftcore:space_station_base, Space Station Arrival Block
galacticraftcore:parachest, Parachest
galacticraftcore:solar:0, Basic Solar Panel
galacticraftcore:solar:4, Advanced Solar Panel
galacticraftcore:dishbase, Communications Dish
galacticraftcore:machine:0, Coal Generator
galacticraftcore:machine:12, Compressor
galacticraftcore:machine2:0, Electric Compressor
galacticraftcore:machine2:4, Circuit Fabricator
galacticraftcore:machine2:8, Oxygen Storage Module
galacticraftcore:machine2:12, Deconstructor
galacticraftcore:machine3:0, Chromatic Applicator
galacticraftcore:machine_tiered:0, Energy Storage Module
galacticraftcore:machine_tiered:4, Electric Furnace
galacticraftcore:machine_tiered:8, Energy Storage Cluster
galacticraftcore:machine_tiered:12, Electric Arc Furnace
galacticraftcore:machine4:0, Advanced Compressor
galacticraftcore:panel_lighting:0, Lighting Panel (Square)
galacticraftcore:panel_lighting:1, Lighting Panel (Spotlight)
galacticraftcore:panel_lighting:2, Lighting Panel (Linear)
galacticraftcore:panel_lighting:3, Lighting Panel (Dark)
galacticraftcore:panel_lighting:4, Lighting Panel (Dark)
galacticraftcore:glowstone_torch, Glowstone Torch
galacticraftcore:fallen_meteor, Fallen Meteor
galacticraftcore:basic_block_moon:0, Copper Ore
galacticraftcore:basic_block_moon:1, Tin Ore
galacticraftcore:basic_block_moon:2, Cheese Ore
galacticraftcore:basic_block_moon:3, Moon Dirt
galacticraftcore:basic_block_moon:4, Moon Rock
galacticraftcore:basic_block_moon:5, Moon Turf
galacticraftcore:basic_block_moon:6, Sapphire Ore
galacticraftcore:basic_block_moon:14, Moon Dungeon Brick
galacticraftcore:cheese, Block of Cheese
galacticraftcore:spin_thruster, Spin Thruster
galacticraftcore:view_screen, Display Screen
galacticraftcore:telemetry, Telemetry Unit
galacticraftcore:arclamp, Arc Lamp
galacticraftcore:treasure_chest, Treasure Chest
galacticraftcore:fluid_tank, Fluid Tank
galacticraftcore:boss_spawner, tile.boss_spawner.name
galacticraftcore:tin_stairs_1, Tin Decoration Stairs
galacticraftcore:tin_stairs_2, Tin Decoration Stairs
galacticraftcore:moon_stairs_stone, Moon Rock Stairs
galacticraftcore:moon_stairs_brick, Moon Dungeon Brick Stairs
galacticraftcore:wall_gc:0, Tin Decoration Wall
galacticraftcore:wall_gc:1, Tin Decoration Wall
galacticraftcore:wall_gc:2, Moon Rock Wall
galacticraftcore:wall_gc:3, Moon Dungeon Brick Wall
galacticraftcore:wall_gc:4, Mars Cobblestone Wall
galacticraftcore:wall_gc:5, Mars Dungeon Brick Wall
galacticraftcore:slab_gc_half:0, Tin Decoration Slab
galacticraftcore:slab_gc_half:1, Tin Decoration Slab
galacticraftcore:slab_gc_half:2, Moon Rock Slab
galacticraftcore:slab_gc_half:3, Moon Dungeon Brick Slab
galacticraftcore:slab_gc_half:4, Mars Cobblestone Slab
galacticraftcore:slab_gc_half:5, Mars Dungeon Brick Slab
galacticraftcore:slab_gc_half:6, Dark Decoration Slab
galacticraftcore:slab_gc_double:0, tile.slab_gc_double.tin_slab_1.name
galacticraftcore:slab_gc_double:1, tile.slab_gc_double.tin_slab_2.name
galacticraftcore:slab_gc_double:2, tile.slab_gc_double.moon_slab.name
galacticraftcore:slab_gc_double:3, tile.slab_gc_double.moon_bricks_slab.name
galacticraftcore:slab_gc_double:4, tile.slab_gc_double.mars_slab.name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, Hidden Redstone Wire
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, Hidden Redstone Repeater
galacticraftcore:concealed_detector, Player Detector
galacticraftcore:platform, Hydraulic Platform
galacticraftcore:emergency_box:0, Emergency Post
galacticraftcore:emergency_box:1, Emergency Post (with Kit)
galacticraftcore:grating, Grating
galacticraftcore:rocket_t1:0, Tier 1 Rocket
galacticraftcore:rocket_t1:1, Tier 1 Rocket
galacticraftcore:rocket_t1:2, Tier 1 Rocket
galacticraftcore:rocket_t1:3, Tier 1 Rocket
galacticraftcore:rocket_t1:4, Tier 1 Rocket
galacticraftcore:oxygen_mask, Oxygen Mask
galacticraftcore:oxygen_gear, Oxygen Gear
galacticraftcore:oxygen_tank_light_full, Light Oxygen Tank
galacticraftcore:oxygen_tank_med_full, Medium Oxygen Tank
galacticraftcore:oxygen_tank_heavy_full, Heavy Oxygen Tank
galacticraftcore:infinite_oxygen, Infinite Oxygen Supply
galacticraftcore:sensor_lens, Sensor Lens
galacticraftcore:sensor_glasses, Sensor Glasses
galacticraftcore:standard_wrench, Standard Wrench
galacticraftcore:steel_pickaxe, Heavy Duty Pickaxe
galacticraftcore:steel_axe, Heavy Duty Axe
galacticraftcore:steel_hoe, Heavy Duty Hoe
galacticraftcore:steel_shovel, Heavy Duty Shovel
galacticraftcore:steel_sword, Heavy Duty Sword
galacticraftcore:steel_helmet, Heavy Duty Helmet
galacticraftcore:steel_chestplate, Heavy Duty Chestplate
galacticraftcore:steel_leggings, Heavy Duty Leggings
galacticraftcore:steel_boots, Heavy Duty Boots
galacticraftcore:canister:0, Tin Canister
galacticraftcore:canister:1, Copper Canister
galacticraftcore:air_vent, Oxygen Vent
galacticraftcore:air_fan, Oxygen Fan
galacticraftcore:oxygen_concentrator, Oxygen Concentrator
galacticraftcore:engine:0, Tier 1 Rocket Engine
galacticraftcore:engine:1, Tier 1 Booster
galacticraftcore:heavy_plating, Heavy-Duty Plate
galacticraftcore:nose_cone, Nose Cone
galacticraftcore:rocket_fins, Rocket Fins
galacticraftcore:steel_pole, Steel Pole
galacticraftcore:canvas, Canvas
galacticraftcore:oil_canister_partial:1001, Empty Canister
galacticraftcore:oil_canister_partial:1, Filled Oil Canister
galacticraftcore:fuel_canister_partial:1, Filled Fuel Canister
galacticraftcore:schematic:0, NASA Workbench Schematic
galacticraftcore:schematic:1, NASA Workbench Schematic
galacticraftcore:key:0, Tier 1 Dungeon Key
galacticraftcore:buggymat:0, Buggy Wheel
galacticraftcore:buggymat:1, Buggy Seat
galacticraftcore:buggymat:2, Buggy Storage Box
galacticraftcore:buggy, Buggy
galacticraftcore:basic_item:0, Single Solar Module
galacticraftcore:basic_item:1, Full Solar Panel
galacticraftcore:basic_item:2, Raw Silicon
galacticraftcore:basic_item:3, Copper Ingot
galacticraftcore:basic_item:4, Tin Ingot
galacticraftcore:basic_item:5, Aluminum Ingot
galacticraftcore:basic_item:6, Compressed Copper
galacticraftcore:basic_item:7, Compressed Tin
galacticraftcore:basic_item:8, Compressed Aluminum
galacticraftcore:basic_item:9, Compressed Steel
galacticraftcore:basic_item:10, Compressed Bronze
galacticraftcore:basic_item:11, Compressed Iron
galacticraftcore:basic_item:12, Blue Solar Wafer
galacticraftcore:basic_item:13, Basic Wafer
galacticraftcore:basic_item:14, Advanced Wafer
galacticraftcore:basic_item:19, Frequency Module
galacticraftcore:basic_item:20, Ambient Thermal Controller
galacticraftcore:food:0, Can of Food
galacticraftcore:food:1, Can of Food
galacticraftcore:food:2, Can of Food
galacticraftcore:food:3, Can of Food
galacticraftcore:food:9, Canned Beef
galacticraftcore:food:4, Cheese Slice
galacticraftcore:food:5, Burger Bun
galacticraftcore:food:6, Ground Beef (Raw)
galacticraftcore:food:7, Beef Patty (Cooked)
galacticraftcore:food:8, Cheeseburger
galacticraftcore:battery, Battery
galacticraftcore:infinite_battery, Infinite Battery
galacticraftcore:meteor_chunk:0, Throwable Meteor Chunk
galacticraftcore:meteor_chunk:1, Throwable Meteor Chunk
galacticraftcore:cheese_curd, Cheese Curd
galacticraftcore:meteoric_iron_raw, Raw Meteoric Iron
galacticraftcore:item_basic_moon:0, Meteoric Iron Ingot
galacticraftcore:item_basic_moon:1, Compressed Meteoric Iron
galacticraftcore:item_basic_moon:2, Lunar Sapphire
galacticraftcore:flag, Flag
galacticraftcore:parachute:0, Parachute
galacticraftcore:parachute:1, Black Parachute
galacticraftcore:parachute:2, Light Blue Parachute
galacticraftcore:parachute:3, Lime Parachute
galacticraftcore:parachute:4, Brown Parachute
galacticraftcore:parachute:5, Blue Parachute
galacticraftcore:parachute:6, Gray Parachute
galacticraftcore:parachute:7, Green Parachute
galacticraftcore:parachute:8, Light Gray Parachute
galacticraftcore:parachute:9, Magenta Parachute
galacticraftcore:parachute:10, Orange Parachute
galacticraftcore:parachute:11, Pink Parachute
galacticraftcore:parachute:12, Purple Parachute
galacticraftcore:parachute:13, Red Parachute
galacticraftcore:parachute:14, Cyan Parachute
galacticraftcore:parachute:15, Yellow Parachute
galacticraftcore:prelaunch_checklist, Pre-Launch Checklist
galacticraftcore:dungeonfinder, Dungeon Locator
galacticraftcore:emergency_kit, Space Emergency Kit
galacticraftcore:ic2compat, item.ic2compat.name
galacticraftplanets:sludge, Bacterial Sludge
galacticraftplanets:bucket_sludge, Bacterial Sludge Bucket
galacticraftplanets:treasure_t2, Tier 2 Treasure Chest
galacticraftplanets:mars:0, Copper Ore
galacticraftplanets:mars:1, Tin Ore
galacticraftplanets:mars:2, Desh Ore
galacticraftplanets:mars:3, Iron Ore
galacticraftplanets:mars:4, Mars Cobblestone
galacticraftplanets:mars:5, Mars Fine Regolith
galacticraftplanets:mars:6, Mars Regolith
galacticraftplanets:mars:7, Mars Dungeon Brick
galacticraftplanets:mars:8, Block of Desh
galacticraftplanets:mars:9, Mars Stone
galacticraftplanets:cavern_vines, Cavernous Vines
galacticraftplanets:slimeling_egg:0, Red Slimeling Egg
galacticraftplanets:slimeling_egg:1, Blue Slimeling Egg
galacticraftplanets:slimeling_egg:2, Yellow Slimeling Egg
galacticraftplanets:creeper_egg, Creeper Egg
galacticraftplanets:mars_machine:0, Terraformer
galacticraftplanets:mars_machine:4, Cryogenic Chamber
galacticraftplanets:mars_machine:8, Launch Controller
galacticraftplanets:mars_machine_t2:0, Gas Liquefier
galacticraftplanets:mars_machine_t2:4, Methane Synthesizer
galacticraftplanets:mars_machine_t2:8, Water Electrolyzer
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Mars Cobblestone Stairs
galacticraftplanets:mars_stairs_brick, Mars Dungeon Brick Stairs
galacticraftplanets:carbon_fragments, Fragmented Carbon
galacticraftplanets:item_basic_mars:0, Unrefined Desh
galacticraftplanets:item_basic_mars:1, Desh Stick
galacticraftplanets:item_basic_mars:2, Desh Ingot
galacticraftplanets:item_basic_mars:3, Heavy-Duty Plate
galacticraftplanets:item_basic_mars:4, Slimeling Inventory Bag
galacticraftplanets:item_basic_mars:5, Compressed Desh
galacticraftplanets:item_basic_mars:6, Fluid Manipulator
galacticraftplanets:desh_pick, Desh Pickaxe
galacticraftplanets:desh_pick_slime, Sticky Desh Pickaxe
galacticraftplanets:desh_axe, Desh Axe
galacticraftplanets:desh_hoe, Desh Hoe
galacticraftplanets:desh_spade, Desh Shovel
galacticraftplanets:desh_sword, Desh Sword
galacticraftplanets:desh_helmet, Desh Helmet
galacticraftplanets:desh_chestplate, Desh Chestplate
galacticraftplanets:desh_leggings, Desh Leggings
galacticraftplanets:desh_boots, Desh Boots
galacticraftplanets:rocket_t2:0, Tier 2 Rocket
galacticraftplanets:rocket_t2:1, Tier 2 Rocket
galacticraftplanets:rocket_t2:2, Tier 2 Rocket
galacticraftplanets:rocket_t2:3, Tier 2 Rocket
galacticraftplanets:rocket_t2:4, Tier 2 Rocket
galacticraftplanets:rocket_t2:11, Cargo Rocket
galacticraftplanets:rocket_t2:12, Cargo Rocket
galacticraftplanets:rocket_t2:13, Cargo Rocket
galacticraftplanets:rocket_t2:14, Cargo Rocket
galacticraftplanets:key:0, Tier 2 Dungeon Key
galacticraftplanets:schematic:0, NASA Workbench Schematic
galacticraftplanets:schematic:1, NASA Workbench Schematic
galacticraftplanets:schematic:2, NASA Workbench Schematic
galacticraftplanets:asteroids_block:0, Asteroid Rock
galacticraftplanets:asteroids_block:1, Asteroid Rock
galacticraftplanets:asteroids_block:2, Asteroid Rock
galacticraftplanets:asteroids_block:3, Aluminum Ore
galacticraftplanets:asteroids_block:4, Ilmenite Ore
galacticraftplanets:asteroids_block:5, Iron Ore
galacticraftplanets:asteroids_block:6, Dark Decoration Block
galacticraftplanets:asteroids_block:7, Titanium Block
galacticraftplanets:walkway:0, Walkway
galacticraftplanets:walkway:1, Walkway
galacticraftplanets:walkway:2, Walkway
galacticraftplanets:beam_reflector, Energy Beam Reflector
galacticraftplanets:beam_receiver, Energy Beam Receiver
galacticraftplanets:telepad_short, Short Range Telepad
galacticraftplanets:dense_ice, Dense Ice
galacticraftplanets:miner_base, Astro Miner Base
galacticraftplanets:grapple, Grapple
galacticraftplanets:rocket_t3:0, Tier 3 Rocket
galacticraftplanets:rocket_t3:1, Tier 3 Rocket
galacticraftplanets:rocket_t3:2, Tier 3 Rocket
galacticraftplanets:rocket_t3:3, Tier 3 Rocket
galacticraftplanets:rocket_t3:4, Tier 3 Rocket
galacticraftplanets:astro_miner, Astro Miner
galacticraftplanets:thermal_padding:0, Thermal Padding Helm
galacticraftplanets:thermal_padding:1, Thermal Padding Chestpiece
galacticraftplanets:thermal_padding:2, Thermal Padding Leggings
galacticraftplanets:thermal_padding:3, Thermal Padding Boots
galacticraftplanets:item_basic_asteroids:0, Titanium Ingot
galacticraftplanets:item_basic_asteroids:1, Heavy Rocket Engine
galacticraftplanets:item_basic_asteroids:2, Heavy Rocket Fins
galacticraftplanets:item_basic_asteroids:3, Iron Shard
galacticraftplanets:item_basic_asteroids:4, Titanium Shard
galacticraftplanets:item_basic_asteroids:5, Heavy-Duty Plate
galacticraftplanets:item_basic_asteroids:6, Compressed Titanium
galacticraftplanets:item_basic_asteroids:7, Thermal Cloth
galacticraftplanets:item_basic_asteroids:8, Beam Core
galacticraftplanets:item_basic_asteroids:9, Titanium Dust
galacticraftplanets:methane_canister_partial:1, Filled Methane Gas Canister
galacticraftplanets:canister_partial_lox:1, Filled Canister of Liquid Oxygen
galacticraftplanets:canister_partial_ln2:1, Filled Canister of Liquid Nitrogen
galacticraftplanets:atmospheric_valve, Atmospheric Valve
galacticraftplanets:heavy_nose_cone:0, Heavy Nose Cone
galacticraftplanets:orion_drive, Orion Drive
galacticraftplanets:titanium_helmet, Titanium Helmet
galacticraftplanets:titanium_chestplate, Titanium Chestplate
galacticraftplanets:titanium_leggings, Titanium Leggings
galacticraftplanets:titanium_boots, Titanium Boots
galacticraftplanets:titanium_axe, Titanium Axe
galacticraftplanets:titanium_pickaxe, Titanium Pickaxe
galacticraftplanets:titanium_shovel, Titanium Shovel
galacticraftplanets:titanium_hoe, Titanium Hoe
galacticraftplanets:titanium_sword, Titanium Sword
galacticraftplanets:strange_seed:0, Strange Seed
galacticraftplanets:strange_seed:1, Strange Seed
galacticraftplanets:sulphuric_acid, Sulfuric Acid
